TRACK_ID,First_Last_Timestamps,Frames,"X-110,Y-110","X-100,Y-100","X-90,Y-90","X-80,Y-80","X-70,Y-70","X-60,Y-60","X-50,Y-50","X-40,Y-40","X-30,Y-30","X-20,Y-20","X-10,Y-10","X,Y","X+10,Y+10","X+20,Y+20","X+30,Y+30","X+40,Y+40","X+50,Y+50",STATUS-110,STATUS-100,STATUS-90,STATUS-80,STATUS-70,STATUS-60,STATUS-50,STATUS-40,STATUS-30,STATUS-20,STATUS-10,STATUS,STATUS+10,STATUS+20,STATUS+30,STATUS+40,STATUS+50
89,"(63.396667, 69.069)",775_frame2020.jpg,"(538853.52, 4813989.96)","(538852.4, 4813991.71)","(538851.1, 4813993.74)","(538849.54, 4813996.16)","(538847.86, 4813998.77)","(538846.15, 4814001.36)","(538844.42, 4814003.95)","(538842.63, 4814006.6)","(538840.79, 4814009.33)","(538838.89, 4814012.13)","(538836.92, 4814015.02)","(538834.9, 4814018.0)","(538832.8, 4814021.04)","(538830.58, 4814024.23)","(538828.17, 4814027.66)","(538825.65, 4814031.21)","(538823.28, 4814034.53)","(22.8021, 1.2235, 0.0183, 2.1436)","(24.8339, 2.4269, 0.0192, 2.1423)","(28.3537, 3.0658, -0.0207, 2.1413)","(31.6104, 2.0611, -0.0987, 2.1427)","(33.2105, 0.7521, -0.1793, 2.1481)","(33.7109, 0.2586, -0.1902, 2.1564)","(34.1355, 0.5581, -0.1276, 2.1631)","(35.0207, 0.8162, -0.049, 2.1657)","(36.0614, 0.9079, -0.0176, 2.1656)","(37.162, 0.8941, -0.043, 2.1661)","(38.2419, 0.9397, -0.0906, 2.1682)","(39.4738, 1.136, -0.1334, 2.1719)","(41.1821, 1.8202, -0.1555, 2.1765)","(43.6031, 1.9288, -0.1557, 2.1811)","(45.3534, 0.8722, -0.1438, 2.1854)","(41.6432, -6.2599, -0.1075, 2.1886)","(39.2948, -10.0384, -0.0913, 2.1913)"
96,"(66.733333, 72.405667)",775_frame2120.jpg,"(538856.78, 4813990.86)","(538855.99, 4813992.04)","(538854.99, 4813993.62)","(538853.69, 4813995.72)","(538852.3, 4813998.03)","(538851.0, 4814000.2)","(538849.73, 4814002.3)","(538848.43, 4814004.4)","(538847.01, 4814006.58)","(538845.52, 4814008.81)","(538844.01, 4814011.04)","(538842.53, 4814013.26)","(538841.06, 4814015.47)","(538839.57, 4814017.66)","(538838.04, 4814019.86)","(538836.52, 4814022.03)","(538835.13, 4814024.06)","(15.6898, 1.8247, 0.2307, 2.1628)","(18.5123, 3.3059, 0.2762, 2.1495)","(23.0825, 3.7816, 0.2598, 2.13)","(26.7623, 1.9827, 0.1898, 2.1179)","(27.7902, -0.0253, 0.0708, 2.1124)","(27.2106, -0.625, -0.0845, 2.1118)","(26.8239, 0.1566, -0.2735, 2.1196)","(27.4556, 0.7043, -0.3644, 2.1358)","(28.3219, 0.6317, -0.2951, 2.1549)","(28.8327, 0.2117, -0.094, 2.1633)","(28.8837, -0.0772, 0.022, 2.1618)","(28.724, -0.1444, -0.0197, 2.1583)","(28.6759, 0.0725, -0.1596, 2.1622)","(28.7524, -0.0226, -0.1863, 2.1732)","(28.5013, -0.4198, -0.0392, 2.181)","(25.4402, -4.1725, 0.1218, 2.1777)","(23.763, -6.0657, 0.2185, 2.1691)"
143,"(122.789333, 128.795333)",775_frame3810.jpg,"(538871.64, 4814038.4)","(538868.21, 4814036.83)","(538864.73, 4814035.25)","(538861.38, 4814033.81)","(538858.28, 4814032.65)","(538855.33, 4814031.75)","(538852.43, 4814031.08)","(538849.58, 4814030.63)","(538846.82, 4814030.4)","(538844.12, 4814030.37)","(538841.57, 4814030.57)","(538839.07, 4814031.02)","(538836.51, 4814031.75)","(538833.93, 4814032.77)","(538831.49, 4814034.06)","(538829.4, 4814035.55)","(538827.59, 4814037.2)","(40.5479, 0.3005, -0.2108, 3.5642)","(40.6549, -0.2765, 0.1257, 3.5715)","(39.7048, -1.3538, 0.7403, 3.5607)","(37.4604, -2.1822, 1.3263, 3.5263)","(34.8284, -1.9861, 1.7129, 3.4704)","(32.8854, -1.2909, 1.8533, 3.4037)","(31.5859, -0.9257, 1.859, 3.3324)","(30.572, -0.8272, 1.8362, 3.2581)","(29.4707, -0.9596, 1.8874, 3.1894)","(28.4311, -0.7022, 2.0481, 3.1099)","(27.9053, -0.088, 2.2263, 3.0156)","(28.2676, 0.6318, 2.3541, 2.913)","(29.1335, 0.6199, 2.5066, 2.813)","(29.4393, -0.2418, 2.8079, 2.7111)","(28.6019, -0.9828, 2.8604, 2.5904)","(27.4004, -0.8973, 2.3149, 2.4555)","(26.6623, -0.5782, 1.8648, 2.3838)"
147,"(128.128, 134.134)",775_frame3970.jpg,"(538873.69, 4814038.83)","(538870.38, 4814037.37)","(538867.05, 4814035.85)","(538863.72, 4814034.39)","(538860.46, 4814033.16)","(538857.28, 4814032.21)","(538854.14, 4814031.5)","(538851.05, 4814030.95)","(538848.02, 4814030.58)","(538845.06, 4814030.43)","(538842.2, 4814030.56)","(538839.47, 4814030.97)","(538836.83, 4814031.66)","(538834.28, 4814032.61)","(538831.88, 4814033.85)","(538829.54, 4814035.4)","(538827.17, 4814037.29)","(38.9805, 1.5639, -0.3459, 3.5509)","(39.2386, 0.0531, -0.0966, 3.5658)","(39.0705, -0.4163, 0.585, 3.5652)","(38.2218, -0.9871, 1.4546, 3.5326)","(36.8116, -1.2549, 1.9102, 3.4677)","(35.3809, -1.0508, 1.8591, 3.3977)","(34.2987, -0.8123, 1.5956, 3.3399)","(33.3756, -0.7455, 1.6114, 3.2907)","(32.4558, -0.8257, 1.958, 3.2294)","(31.4093, -0.8707, 2.3506, 3.1458)","(30.4507, -0.6739, 2.5564, 3.0451)","(29.7952, -0.4567, 2.5982, 2.9406)","(29.3994, -0.1739, 2.641, 2.8357)","(29.4244, 0.2424, 2.7248, 2.7258)","(30.1237, 0.9114, 2.6328, 2.6105)","(31.0681, 1.2499, 2.1907, 2.5098)","(32.0211, 1.4595, 1.8007, 2.4585)"
179,"(160.16, 165.498667)",775_frame4910.jpg,"(538817.41, 4814030.82)","(538818.7, 4814028.94)","(538820.04, 4814026.98)","(538821.48, 4814024.85)","(538823.0, 4814022.59)","(538824.61, 4814020.21)","(538826.32, 4814017.71)","(538828.12, 4814015.1)","(538830.03, 4814012.33)","(538832.06, 4814009.37)","(538834.17, 4814006.26)","(538836.33, 4814003.09)","(538838.53, 4813999.84)","(538840.75, 4813996.52)","(538842.94, 4813993.16)","(538845.18, 4813989.71)","(538847.34, 4813986.44)","(24.8903, 0.2143, 0.0527, 5.3155)","(25.4995, 0.7349, 0.0729, 5.3131)","(26.7132, 1.2915, 0.076, 5.309)","(28.4536, 1.5169, 0.0297, 5.3051)","(30.1898, 1.3496, -0.0583, 5.3056)","(31.8101, 1.3753, -0.1034, 5.31)","(33.5159, 1.4778, -0.0749, 5.3149)","(35.4066, 1.6866, 0.0039, 5.3161)","(37.4979, 1.7156, 0.0597, 5.3142)","(39.3957, 1.3824, 0.0666, 5.3116)","(40.8485, 1.0494, 0.0655, 5.31)","(41.9, 0.7063, 0.1148, 5.3085)","(42.5742, 0.5364, 0.2109, 5.3044)","(43.3112, 0.5525, 0.2314, 5.2964)","(43.5919, -0.224, 0.0579, 5.2885)","(42.2915, -1.6705, -0.2966, 5.2903)","(41.5037, -2.9916, -0.5216, 5.3069)"
182,"(162.495667, 167.834333)",775_frame4980.jpg,"(538857.23, 4813990.54)","(538856.13, 4813992.16)","(538854.95, 4813993.94)","(538853.45, 4813996.27)","(538851.62, 4813999.16)","(538849.66, 4814002.22)","(538847.72, 4814005.16)","(538845.75, 4814008.1)","(538843.76, 4814011.07)","(538841.78, 4814014.08)","(538839.81, 4814017.13)","(538837.8, 4814020.21)","(538835.74, 4814023.28)","(538833.66, 4814026.39)","(538831.57, 4814029.59)","(538829.38, 4814033.0)","(538827.23, 4814036.28)","(19.3058, 4.099, 0.1503, 2.1692)","(21.5782, 4.7339, 0.2025, 2.1625)","(27.1953, 4.1695, 0.2325, 2.1499)","(32.8005, 4.436, 0.1098, 2.1384)","(36.9503, 2.2693, -0.1244, 2.1374)","(38.38, 0.3936, -0.2825, 2.1461)","(38.3451, -0.1854, -0.2214, 2.1589)","(38.375, 0.2648, 0.029, 2.1631)","(38.7264, 0.2828, 0.1852, 2.1562)","(39.0635, 0.2864, 0.1198, 2.1471)","(39.4103, 0.2868, -0.1085, 2.1468)","(39.7625, 0.3091, -0.1626, 2.1555)","(40.1761, 0.4336, 0.0051, 2.1616)","(41.103, 1.0771, 0.2159, 2.1559)","(42.2558, 0.5214, 0.1076, 2.1447)","(41.8414, -0.9565, -0.4058, 2.1438)","(41.5954, -2.4702, -0.7626, 2.1676)"
183,"(162.829333, 169.169)",775_frame5020.jpg,"(538818.54, 4814023.13)","(538820.06, 4814020.91)","(538821.6, 4814018.66)","(538823.16, 4814016.39)","(538824.73, 4814014.09)","(538826.27, 4814011.81)","(538827.77, 4814009.56)","(538829.28, 4814007.3)","(538830.84, 4814004.98)","(538832.44, 4814002.61)","(538834.08, 4814000.18)","(538835.76, 4813997.67)","(538837.48, 4813995.09)","(538839.26, 4813992.42)","(538841.19, 4813989.57)","(538843.19, 4813986.63)","(538845.04, 4813983.93)","(27.8283, 1.3523, 0.0831, 5.3147)","(29.0388, 0.703, 0.0259, 5.3127)","(29.6082, 0.2877, 0.012, 5.313)","(29.7988, 0.0624, 0.0509, 5.3127)","(29.7659, -0.1539, 0.1057, 5.3092)","(29.5001, -0.1989, 0.0979, 5.3034)","(29.4278, 0.1246, 0.0178, 5.2999)","(29.7929, 0.4567, -0.06, 5.3017)","(30.4756, 0.6501, -0.0597, 5.3062)","(31.289, 0.6675, 0.0266, 5.3078)","(32.1084, 0.7268, 0.0852, 5.3043)","(33.0439, 0.8238, 0.0499, 5.2993)","(34.2213, 1.2877, -0.0595, 5.2994)","(35.9653, 1.359, -0.132, 5.304)","(37.0365, 0.1659, -0.1189, 5.3097)","(35.5738, -2.304, -0.0525, 5.3124)","(34.3138, -4.0528, -0.0111, 5.3126)"
184,"(162.829333, 168.501667)",775_frame5000.jpg,"(538818.32, 4814029.7)","(538819.62, 4814027.77)","(538821.15, 4814025.53)","(538822.92, 4814022.97)","(538824.79, 4814020.27)","(538826.65, 4814017.59)","(538828.53, 4814014.88)","(538830.44, 4814012.1)","(538832.38, 4814009.28)","(538834.34, 4814006.39)","(538836.34, 4814003.39)","(538838.38, 4814000.25)","(538840.47, 4813997.0)","(538842.62, 4813993.72)","(538844.95, 4813990.2)","(538847.2, 4813986.82)","(538848.8, 4813984.39)","(25.3712, 1.6203, -0.107, 5.3027)","(27.6335, 2.5563, -0.1295, 5.3083)","(31.1015, 2.8552, -0.1181, 5.3146)","(33.9367, 1.6795, -0.0635, 5.3185)","(35.1746, 0.5646, -0.0014, 5.3192)","(35.5624, 0.2354, 0.0356, 5.3181)","(35.9814, 0.4848, 0.0526, 5.3167)","(36.6308, 0.5746, 0.09, 5.3147)","(37.3944, 0.7198, 0.1658, 5.3115)","(38.3936, 0.9605, 0.2648, 5.3046)","(39.6679, 1.0948, 0.2453, 5.2942)","(40.9001, 0.9064, 0.0982, 5.2865)","(42.2956, 1.4683, -0.1036, 5.2878)","(43.7729, 0.5752, -0.1678, 5.2943)","(42.8785, -3.4897, -0.0451, 5.2994)","(39.1613, -6.7549, 0.0945, 5.2982)","(35.0006, -10.3358, 0.213, 5.2927)"
186,"(164.831333, 170.503667)",775_frame5060.jpg,"(538855.87, 4813992.05)","(538854.69, 4813993.86)","(538853.22, 4813996.13)","(538851.45, 4813998.86)","(538849.57, 4814001.76)","(538847.7, 4814004.6)","(538845.77, 4814007.48)","(538843.82, 4814010.4)","(538841.87, 4814013.33)","(538839.91, 4814016.3)","(538837.96, 4814019.28)","(538836.04, 4814022.24)","(538834.1, 4814025.22)","(538832.1, 4814028.28)","(538829.97, 4814031.49)","(538827.85, 4814034.7)","(538825.9, 4814037.65)","(21.7845, 4.4641, 0.0817, 2.1544)","(26.8315, 3.5184, 0.0944, 2.1494)","(31.6248, 3.8358, 0.0345, 2.1447)","(35.3048, 2.138, -0.0846, 2.1446)","(36.8676, 0.6781, -0.1684, 2.1501)","(37.2505, 0.1426, -0.149, 2.1574)","(37.5427, 0.3756, -0.0381, 2.1611)","(37.9405, 0.2615, 0.0691, 2.1597)","(38.1861, 0.1584, 0.1193, 2.1556)","(38.3005, 0.0103, 0.1162, 2.1517)","(38.2574, -0.0152, 0.0659, 2.1482)","(38.383, 0.3092, -0.0111, 2.1468)","(39.158, 0.9543, -0.0861, 2.1488)","(40.3794, 0.8803, -0.0917, 2.1531)","(40.9034, -0.4785, -0.0266, 2.1556)","(40.2063, -1.6697, 0.0375, 2.1548)","(39.1779, -2.7879, 0.0856, 2.1524)"
187,"(165.498667, 171.504667)",775_frame5090.jpg,"(538817.35, 4814025.07)","(538818.97, 4814022.61)","(538820.72, 4814019.97)","(538822.48, 4814017.3)","(538824.22, 4814014.71)","(538825.97, 4814012.15)","(538827.72, 4814009.62)","(538829.45, 4814007.15)","(538831.18, 4814004.69)","(538832.96, 4814002.15)","(538834.79, 4813999.52)","(538836.67, 4813996.8)","(538838.62, 4813993.96)","(538840.66, 4813990.98)","(538842.69, 4813987.96)","(538844.6, 4813985.07)","(538846.06, 4813982.82)","(30.5569, 1.5674, 0.0549, 5.2974)","(32.6303, 1.546, 0.0089, 5.2948)","(33.9247, 0.5655, -0.0777, 5.2957)","(34.0771, -0.1894, -0.1547, 5.3004)","(33.6652, -0.3828, -0.1913, 5.3075)","(33.2682, -0.3201, -0.1803, 5.3145)","(32.8553, -0.2962, -0.1327, 5.3207)","(32.691, 0.0986, -0.0544, 5.3247)","(33.0889, 0.5582, 0.0308, 5.325)","(34.0056, 0.9065, 0.0847, 5.322)","(35.1715, 1.0198, 0.093, 5.3183)","(36.5185, 1.2303, 0.0885, 5.3156)","(37.9248, 0.9718, 0.1221, 5.313)","(38.6162, 0.0702, 0.2001, 5.3086)","(37.9329, -3.3935, 0.2365, 5.3008)","(34.1629, -5.9655, 0.2105, 5.2915)","(31.4301, -8.7601, 0.1524, 5.2889)"
193,"(169.502667, 174.841333)",775_frame5190.jpg,"(538857.11, 4813990.78)","(538855.63, 4813993.07)","(538854.1, 4813995.46)","(538852.4, 4813998.15)","(538850.5, 4814001.17)","(538848.56, 4814004.23)","(538846.68, 4814007.12)","(538844.82, 4814009.91)","(538842.94, 4814012.72)","(538841.05, 4814015.6)","(538839.14, 4814018.51)","(538837.19, 4814021.49)","(538835.17, 4814024.56)","(538833.1, 4814027.66)","(538831.04, 4814030.72)","(538828.99, 4814033.72)","(538826.93, 4814036.7)","(26.5974, 5.3419, 0.0696, 2.1459)","(28.4611, 4.6989, 0.101, 2.1433)","(32.9188, 2.2228, 0.118, 2.1378)","(36.0034, 2.3519, 0.033, 2.133)","(37.989, 0.7929, -0.1379, 2.1337)","(37.9757, -0.5867, -0.2632, 2.1415)","(37.015, -0.7485, -0.237, 2.1531)","(36.5447, -0.0177, -0.0687, 2.1591)","(36.8006, 0.3776, 0.07, 2.1572)","(37.3796, 0.5459, 0.0928, 2.1521)","(38.1009, 0.6884, 0.0088, 2.1502)","(39.0048, 0.7344, -0.0814, 2.1517)","(39.7223, 0.3788, -0.1531, 2.1555)","(39.8687, -0.1174, -0.1937, 2.1609)","(39.554, -0.3145, -0.1882, 2.1677)","(39.267, -0.1237, -0.1338, 2.1732)","(39.1806, 0.0864, -0.0918, 2.176)"
199,"(176.509667, 182.849333)",775_frame5430.jpg,"(538856.31, 4813997.9)","(538855.37, 4814000.31)","(538854.73, 4814002.82)","(538854.56, 4814005.23)","(538854.86, 4814007.51)","(538855.54, 4814009.76)","(538856.52, 4814011.98)","(538857.86, 4814014.09)","(538859.71, 4814016.15)","(538862.14, 4814018.11)","(538864.98, 4814019.94)","(538868.1, 4814021.65)","(538871.47, 4814023.32)","(538875.02, 4814025.0)","(538878.71, 4814026.8)","(538882.73, 4814028.8)","(538886.4, 4814030.62)","(26.4894, 1.2507, 2.0087, 1.9883)","(27.4068, 0.1408, 2.9612, 1.8846)","(26.8686, -0.8443, 3.7143, 1.726)","(25.7819, -0.7194, 3.8777, 1.5413)","(25.3838, 0.004, 3.403, 1.3575)","(25.747, 0.6071, 3.0791, 1.215)","(26.8873, 1.3226, 3.2982, 1.0812)","(28.8863, 2.0438, 3.8143, 0.9209)","(31.7862, 2.6066, 3.7762, 0.7605)","(34.8479, 2.3365, 3.1794, 0.6258)","(37.3574, 1.9126, 2.2473, 0.5344)","(39.4884, 1.6295, 1.3707, 0.477)","(41.3126, 1.6793, 0.5266, 0.4476)","(43.8091, 2.1818, -0.0834, 0.4463)","(45.689, 0.5042, -0.2047, 0.4598)","(43.6763, -3.2861, 0.2339, 0.4633)","(42.272, -6.658, 0.5492, 0.4472)"
204,"(185.852333, 191.191)",775_frame5680.jpg,"(538812.07, 4814026.99)","(538812.14, 4814024.81)","(538812.05, 4814022.49)","(538811.68, 4814019.96)","(538811.02, 4814017.32)","(538810.04, 4814014.73)","(538808.75, 4814012.29)","(538807.14, 4814009.97)","(538805.25, 4814007.8)","(538803.11, 4814005.76)","(538800.78, 4814003.81)","(538798.29, 4814001.85)","(538795.62, 4813999.82)","(538792.98, 4813997.87)","(538790.54, 4813996.16)","(538788.26, 4813994.62)","(538786.43, 4813993.41)","(23.8795, 0.514, 1.0994, 4.7587)","(24.7177, 1.0799, 1.4759, 4.7128)","(26.3716, 1.5896, 2.091, 4.6242)","(28.2314, 1.3241, 2.5224, 4.5166)","(29.3803, 0.6194, 2.8141, 4.4085)","(29.873, 0.2897, 2.9689, 4.2888)","(30.2238, 0.3713, 2.9808, 4.1655)","(30.8023, 0.55, 2.7657, 4.0557)","(31.5194, 0.6481, 2.3203, 3.9467)","(32.3765, 0.8589, 1.6638, 3.8681)","(33.6639, 1.1994, 1.007, 3.822)","(34.9359, 0.727, 0.6224, 3.8007)","(35.105, -0.5818, 0.524, 3.7827)","(33.5595, -1.7639, 0.5167, 3.7651)","(31.2234, -3.7642, 0.4218, 3.7443)","(27.4774, -4.8726, 0.2867, 3.7312)","(25.4501, -6.5803, 0.1666, 3.7272)"
244,"(228.561667, 234.901333)",775_frame6990.jpg,"(538863.09, 4814034.02)","(538858.0, 4814031.54)","(538852.95, 4814029.04)","(538847.93, 4814026.56)","(538842.93, 4814024.09)","(538837.98, 4814021.65)","(538833.11, 4814019.23)","(538828.26, 4814016.83)","(538823.39, 4814014.41)","(538818.5, 4814011.99)","(538813.63, 4814009.59)","(538808.79, 4814007.21)","(538803.98, 4814004.83)","(538799.29, 4814002.46)","(538794.67, 4814000.06)","(538790.15, 4813997.71)","(538786.13, 4813995.68)","(59.7972, 1.1642, -0.4054, 3.5927)","(60.666, 0.3173, -0.2128, 3.5988)","(60.6658, -0.2307, -0.0701, 3.6004)","(60.2498, -0.3929, -0.0141, 3.6003)","(59.7685, -0.4645, -0.0223, 3.6006)","(59.1519, -0.4977, -0.0265, 3.6013)","(58.6724, -0.248, -0.0182, 3.6019)","(58.5698, 0.0387, 0.0036, 3.6021)","(58.6673, 0.0591, 0.0322, 3.6019)","(58.6284, -0.1062, 0.0654, 3.6009)","(58.4211, -0.2545, 0.0174, 3.599)","(57.9596, -0.5576, -0.144, 3.5984)","(57.2293, -0.4897, -0.3604, 3.604)","(56.5572, -0.8465, -0.3569, 3.6153)","(54.8332, -2.2138, 0.0135, 3.6238)","(49.721, -5.6875, 0.5585, 3.6182)","(46.6378, -8.0485, 0.8917, 3.5903)"
265,"(248.581667, 254.587667)",775_frame7580.jpg,"(538826.08, 4813976.46)","(538824.64, 4813977.19)","(538823.18, 4813977.83)","(538821.7, 4813978.36)","(538820.19, 4813978.78)","(538818.67, 4813979.08)","(538817.15, 4813979.27)","(538815.63, 4813979.35)","(538814.12, 4813979.32)","(538812.64, 4813979.18)","(538811.18, 4813978.95)","(538809.75, 4813978.65)","(538808.34, 4813978.28)","(538806.95, 4813977.86)","(538805.56, 4813977.4)","(538804.19, 4813976.91)","(538802.81, 4813976.42)","(17.374, -0.0565, -0.534, 2.6588)","(17.2659, -0.1183, -0.7539, 2.7033)","(17.1088, -0.136, -0.927, 2.7631)","(16.9451, -0.1329, -1.018, 2.8333)","(16.7958, -0.1161, -1.0316, 2.9072)","(16.6546, -0.124, -1.0112, 2.984)","(16.4976, -0.1374, -1.0022, 3.0567)","(16.3273, -0.1437, -0.9844, 3.126)","(16.1572, -0.1368, -0.9338, 3.1975)","(16.0035, -0.1167, -0.8429, 3.2644)","(15.88, -0.0888, -0.7239, 3.3236)","(15.7902, -0.0608, -0.6002, 3.3739)","(15.7341, -0.0327, -0.4764, 3.415)","(15.7116, -0.0047, -0.3548, 3.4468)","(15.7229, 0.0244, -0.2356, 3.4694)","(15.749, 0.0365, -0.1471, 3.4816)","(15.7737, 0.0455, -0.0885, 3.4873)"
270,"(257.257, 263.596667)",775_frame7850.jpg,"(538819.5, 4814028.37)","(538820.4, 4814027.08)","(538821.46, 4814025.57)","(538822.67, 4814023.82)","(538824.03, 4814021.84)","(538825.53, 4814019.65)","(538827.15, 4814017.28)","(538828.9, 4814014.71)","(538830.78, 4814011.95)","(538832.79, 4814008.99)","(538834.93, 4814005.83)","(538837.18, 4814002.51)","(538839.54, 4813999.0)","(538841.99, 4813995.35)","(538844.44, 4813991.64)","(538846.93, 4813987.83)","(538849.15, 4813984.4)","(15.2052, 2.6801, 0.0066, 5.3222)","(18.4496, 2.5937, 0.026, 5.3215)","(21.4238, 2.4691, 0.0461, 5.3192)","(24.376, 2.4166, 0.0491, 5.3164)","(27.1892, 2.2557, 0.0421, 5.3141)","(29.7985, 2.1063, 0.0337, 5.3125)","(32.2875, 2.0601, 0.031, 5.3114)","(34.7908, 2.1207, 0.031, 5.3103)","(37.3508, 2.1158, 0.0301, 5.3093)","(39.8314, 1.9876, 0.028, 5.3083)","(42.1848, 1.9526, 0.0313, 5.3075)","(44.4365, 1.7429, 0.0685, 5.3069)","(46.2809, 1.2952, 0.1384, 5.3046)","(47.6545, 0.9786, 0.2093, 5.2999)","(48.3939, -1.3623, 0.2048, 5.2933)","(46.7644, -3.1012, 0.1577, 5.2884)","(45.7374, -5.5935, 0.0927, 5.287)"
274,"(260.26, 265.932333)",775_frame7920.jpg,"(538818.99, 4814029.31)","(538820.1, 4814027.7)","(538821.34, 4814025.89)","(538822.73, 4814023.87)","(538824.23, 4814021.67)","(538825.86, 4814019.29)","(538827.64, 4814016.7)","(538829.51, 4814013.99)","(538831.44, 4814011.25)","(538833.41, 4814008.45)","(538835.42, 4814005.55)","(538837.45, 4814002.51)","(538839.52, 4813999.36)","(538841.65, 4813996.08)","(538843.95, 4813992.59)","(538846.32, 4813989.0)","(538848.54, 4813985.62)","(21.4234, 0.8229, 0.0185, 5.3158)","(22.7099, 1.4613, 0.0233, 5.3147)","(24.9455, 2.1047, 0.0224, 5.3133)","(27.5366, 2.1105, 0.0126, 5.3123)","(30.0115, 2.0835, -0.0115, 5.3121)","(32.4571, 1.9001, -0.0587, 5.3128)","(34.4448, 1.3652, -0.1221, 5.3158)","(35.7353, 0.8313, -0.1241, 5.321)","(36.5977, 0.7026, -0.0001, 5.3263)","(37.5646, 0.9165, 0.232, 5.3233)","(38.7517, 1.0439, 0.3705, 5.311)","(40.0685, 1.144, 0.313, 5.2965)","(41.6563, 1.5984, 0.1004, 5.2901)","(43.7001, 1.568, -0.0499, 5.2915)","(45.0365, 0.5087, -0.0592, 5.295)","(42.7567, -3.8179, 0.0096, 5.2956)","(41.1434, -6.2495, 0.0547, 5.2936)"
276,"(262.262, 268.268)",775_frame7990.jpg,"(538819.51, 4814028.2)","(538820.94, 4814026.18)","(538822.63, 4814023.82)","(538824.39, 4814021.33)","(538826.12, 4814018.86)","(538827.87, 4814016.34)","(538829.67, 4814013.73)","(538831.54, 4814011.03)","(538833.46, 4814008.24)","(538835.44, 4814005.33)","(538837.46, 4814002.26)","(538839.53, 4813999.09)","(538841.64, 4813995.85)","(538843.85, 4813992.46)","(538846.0, 4813989.15)","(538847.86, 4813986.24)","(538849.34, 4813983.89)","(24.2855, 3.2318, -0.1281, 5.3236)","(28.4613, 3.243, -0.069, 5.3305)","(31.4681, 1.6572, 0.0506, 5.3314)","(32.6298, 0.5035, 0.1267, 5.3268)","(33.0247, 0.3533, 0.1165, 5.3203)","(33.7345, 0.8063, 0.0387, 5.3172)","(34.8021, 0.9536, 0.0234, 5.3181)","(36.0101, 1.052, 0.1059, 5.3179)","(37.337, 1.1706, 0.2427, 5.3118)","(38.7814, 1.1804, 0.2753, 5.3011)","(40.0967, 1.0363, 0.1884, 5.2923)","(41.4397, 1.1473, 0.0564, 5.2893)","(42.5151, 0.4576, 0.0191, 5.2904)","(42.1974, -1.3091, 0.0923, 5.2899)","(39.3464, -4.0116, 0.1649, 5.2854)","(35.2051, -5.301, 0.1745, 5.2781)","(31.7689, -5.9675, 0.1414, 5.2748)"
277,"(262.262, 268.601667)",775_frame8000.jpg,"(538818.14, 4814023.83)","(538819.67, 4814021.6)","(538821.26, 4814019.32)","(538822.85, 4814017.1)","(538824.47, 4814014.84)","(538826.15, 4814012.48)","(538827.9, 4814009.97)","(538829.68, 4814007.38)","(538831.45, 4814004.78)","(538833.21, 4814002.2)","(538834.98, 4813999.56)","(538836.83, 4813996.75)","(538838.75, 4813993.81)","(538840.65, 4813990.84)","(538842.59, 4813987.81)","(538844.57, 4813984.74)","(538846.25, 4813982.26)","(26.9194, 2.5516, -0.0372, 5.3139)","(29.0858, 1.0503, -0.1571, 5.3178)","(29.7184, 0.2137, -0.1803, 5.3271)","(29.9432, 0.358, -0.0746, 5.3351)","(30.7975, 0.998, 0.1079, 5.3346)","(32.1063, 1.0866, 0.1995, 5.3256)","(33.2422, 0.7084, 0.1812, 5.317)","(33.7459, 0.1866, 0.1064, 5.3124)","(33.8753, 0.1423, 0.0946, 5.3104)","(34.286, 0.6532, 0.1452, 5.3068)","(35.4506, 1.1679, 0.2106, 5.3003)","(36.8331, 0.9742, 0.2165, 5.2917)","(37.7492, 0.8315, 0.1615, 5.2851)","(38.6819, 0.4091, 0.0225, 5.2814)","(38.1301, -1.8088, -0.3024, 5.2821)","(36.5513, -2.9992, -0.558, 5.2952)","(34.4251, -5.494, -0.8228, 5.3154)"
282,"(264.264, 270.27)",775_frame8050.jpg,"(538819.95, 4814027.25)","(538821.26, 4814025.35)","(538822.65, 4814023.35)","(538824.13, 4814021.25)","(538825.67, 4814019.07)","(538827.27, 4814016.79)","(538828.96, 4814014.37)","(538830.75, 4814011.77)","(538832.61, 4814009.04)","(538834.49, 4814006.25)","(538836.38, 4814003.44)","(538838.31, 4814000.56)","(538840.33, 4813997.54)","(538842.46, 4813994.36)","(538844.61, 4813991.14)","(538846.68, 4813987.97)","(538848.71, 4813984.83)","(24.0044, 1.0149, -0.1508, 5.3091)","(25.5022, 1.3099, -0.1462, 5.3178)","(26.9784, 1.1026, -0.0978, 5.3235)","(28.2332, 1.0404, -0.0299, 5.3266)","(29.5336, 1.1554, 0.0401, 5.3265)","(31.0738, 1.4335, 0.1051, 5.3237)","(32.9116, 1.5407, 0.139, 5.3182)","(34.6261, 1.2266, 0.1401, 5.3127)","(35.7768, 0.6999, 0.1132, 5.3086)","(36.4356, 0.5016, 0.0771, 5.305)","(37.1574, 0.8139, 0.0332, 5.3031)","(38.4937, 1.3339, 0.0069, 5.3028)","(40.1076, 1.2039, 0.0407, 5.3034)","(41.1456, 0.4518, 0.1302, 5.3015)","(41.2057, -0.2773, 0.1995, 5.2959)","(40.7915, -0.5402, 0.1992, 5.2884)","(40.3884, -0.3386, 0.167, 5.2849)"
